names,Price,Area,Unit Type
SSVR Iris,27.49 L -29.06 L,733-775 sq.ft,1 BHK Apartment
SSVR Iris,39.23 L -51 L,1046-1151 sq.ft,2 BHK Apartment
SSVR Iris,48.36 L -64.64 L,1289-1723 sq.ft,3 BHK Apartment
Lybiana Avila,42.26 L -42.26 L,790 sq.ft,1 BHK Apartment
Lybiana Avila,61.79 L -68.21 L,1155-1275 sq.ft,2 BHK Apartment
V K Krishna Gardenia,63.52 L -69.85 L,1155-1270 sq.ft,2 BHK Apartment
V K Krishna Gardenia,75.62 L -87.45 L,1375-1590 sq.ft,3 BHK Apartment
Kolte Patil Raaga Phase II,46.70 L -60.32 L,938-1078 sq.ft,2 BHK Apartment
Kolte Patil Raaga Phase II,61.79 L -70.42 L,1106-1271 sq.ft,3 BHK Apartment
Keerthi Regalia,19.80 L -43.17 L,,Plot
ND Magnolia Apartment,47.36 L -57.85 L,920-1145 sq.ft,2 BHK Apartment
ND Magnolia Apartment,57.85 L -58 L,1145 sq.ft,3 BHK Apartment
Peram's Eco City,35 L,765 sq.ft,1 BHK Apartment
Peram's Eco City,40 L -58 L,1150 sq.ft,2 BHK Apartment
Peram's Eco City,41 L -72 L,1270-1350 sq.ft,3 BHK Apartment
MBR Suave,75.11 L,1625 sq.ft,2 BHK Villa
MBR Suave,,1800 sq.ft,3 BHK Apartment
MBR Suave,75.11 L -1 Cr,1735-2246 sq.ft,3 BHK Villa
MBR Suave,1.48 Cr -1.55 Cr,3307-3464 sq.ft,4 BHK Villa
Prestige Royal Garden 1,35.91 L -48.26 L,945-1270 sq.ft,2 BHK Apartment
Prestige Royal Garden 1,56.81 L,1495 sq.ft,3 BHK Apartment
Shriram Smrithi,13.12 L -80.08 L,,Plot
Celebrity Natures Habitat,35.40 L -44.25 L,,Plot
SM Gardenia,57.75 L -1.10 Cr,1155 sq.ft,2 BHK Apartment
SM Gardenia,64 L,1280 sq.ft,2.5 BHK Apartment
SM Gardenia,64 L -93 L,1450-1650 sq.ft,3 BHK Apartment
Land Capital Primero,29.31 L,839 sq.ft,2 BHK Apartment
VSR Rejoice,34 L -42 L,697 sq.ft,1 BHK Apartment
VSR Rejoice,61.50 L -99 L,1273-1304 sq.ft,2 BHK Apartment
VSR Rejoice,65.60 L -67.40 L,1362-1401 sq.ft,2.5 BHK Apartment
VSR Rejoice,75 L -98 L,1705 sq.ft,3 BHK Apartment
KNS Ojas,27 L -35 L,845 sq.ft,2 BHK Apartment
KNS Ojas,32 L -51 L,1075 sq.ft,3 BHK Apartment
Prestige Leela Residences,6.14 Cr -6.19 Cr,3073-3099 sq.ft,3 BHK Apartment
Prestige Leela Residences,7 Cr -7.35 Cr,3626-3679 sq.ft,4 BHK Apartment
Provident WelWorth City,46.38 L -51.98 L,1160-1300 sq.ft,2 BHK Apartment
Provident WelWorth City,95 L -1.07 Cr,2660 sq.ft,3 BHK Apartment
Provident WelWorth City,90 L,2630 sq.ft,4 BHK Apartment
SM Gardenia,40.95 L -42.77 L,1170-1222 sq.ft,2 BHK Apartment
SM Gardenia,53.90 L,1540 sq.ft,3 BHK Apartment
Disha Courtyard,69.75 L,,Plot
Provident WelWorth City,46.38 L -51.98 L,1160-1300 sq.ft,2 BHK Apartment
Provident WelWorth City,95 L -1.07 Cr,2660 sq.ft,3 BHK Apartment
Provident WelWorth City,90 L,2630 sq.ft,4 BHK Apartment
Salarpuria Sattva Opus,32.50 L,675 sq.ft,1 BHK Apartment
Salarpuria Sattva Opus,48.69 L -54.05 L,1175-1195 sq.ft,2 BHK Apartment
Salarpuria Sattva Opus,59.80 L -68.77 L,1345-1565 sq.ft,3 BHK Apartment
G R Gardenia,1.49 Cr -1.53 Cr,1150-1180 sq.ft,2 BHK Apartment
G R Gardenia,2.34 Cr,1800 sq.ft,3 BHK Apartment
SVR Green Woods,61.82 L -82.06 L,1239-1246 sq.ft,2 BHK Apartment
SVR Green Woods,71.90 L -1.01 Cr,1441-1586 sq.ft,3 BHK Apartment
SD Aashrita,30.15 L -39.49 L,1005-1095 sq.ft,2 BHK Apartment
SD Aashrita,38.55 L -50.80 L,1305-1410 sq.ft,3 BHK Apartment
RS Sanchike,42.48 L -43.77 L,1118-1152 sq.ft,2 BHK Apartment
RS Sanchike,62.92 L -63.46 L,1656-1670 sq.ft,3 BHK Apartment
Prestige Lakeside Habitat,49.11 L -61.33 L,1045-1105 sq.ft,2 BHK Apartment
Prestige Lakeside Habitat,58.04 L -61.33 L,1235-1305 sq.ft,2.5 BHK Apartment
Prestige Lakeside Habitat,67.91 L -69.09 L,1445-1470 sq.ft,3 BHK Apartment
Vasundra Krishnashreya,,470 sq.ft,1 BHK StudioApartment
Vasundra Krishnashreya,45 L -64.44 L,1165-1425 sq.ft,2 BHK Apartment
Vasundra Krishnashreya,64.66 L -75.65 L,1430-1690 sq.ft,3 BHK Apartment
Salarpuria Sattva Anugraha,49.95 L -59.80 L,1110-1150 sq.ft,2 BHK Apartment
Salarpuria Sattva Anugraha,55.12 L -74.88 L,1305-1440 sq.ft,3 BHK Apartment
Silicon Valley,27 L -55.20 L,,Plot
Sanjana Supreme,33.21 L -46.53 L,863-1209 sq.ft,2 BHK Apartment
Sanjana Supreme,46.57 L -53.34 L,1210-1386 sq.ft,3 BHK Apartment
North Gardens,66 L -1.41 Cr,,Plot
Provident The Tree,57.57 L -73 L,998-1162 sq.ft,2 BHK Apartment
Provident The Tree,69.38 L -73 L,1220-1288 sq.ft,2.5 BHK Apartment
Provident The Tree,77.20 L -91.62 L,1367-1638 sq.ft,3 BHK Apartment
Concorde Napa Valley,22.98 L -30.50 L,500 sq.ft,1 BHK Apartment
Concorde Napa Valley,47.83 L -66.16 L,1046 sq.ft,2 BHK Apartment
Concorde Napa Valley,55.15 L -1.04 Cr,1186-1704 sq.ft,3 BHK Apartment
Saideep Hulas,63.09 L,905 sq.ft,1 BHK Apartment
Saideep Hulas,66.27 L -1.23 Cr,1195-1216 sq.ft,2 BHK Apartment
Saideep Hulas,97.22 L,1346 sq.ft,2.5 BHK Apartment
Saideep Hulas,75.37 L -1.60 Cr,1655-2280 sq.ft,3 BHK Apartment
Saideep Hulas,2.90 Cr -3.74 Cr,3117 sq.ft,3 BHK Villa
Saideep Hulas,1.50 Cr -2.02 Cr,2830 sq.ft,4 BHK Apartment
Saideep Hulas,4 Cr -4.30 Cr,4033 sq.ft,4 BHK Villa
Saideep Hulas,4.40 Cr,4033 sq.ft,4+ BHK Villa
Unicon North Brooks 46,18 L -27 L,,Plot
SLV Pragathi Amber,35 L -35.37 L,605 sq.ft,1 BHK Apartment
SLV Pragathi Amber,49.58 L -66.87 L,884-1116 sq.ft,2 BHK Apartment
SLV Pragathi Amber,59.24 L -90 L,1052-1322 sq.ft,3 BHK Apartment
Green City Eutopia,45 L,1200 sq.ft,Plot
Green City Eutopia,1.02 Cr,1964 sq.ft,3 BHK Apartment
Green City Eutopia,96 L -1.50 Cr,1964-1990 sq.ft,3 BHK Villa
Green City Eutopia,1.47 Cr -2.02 Cr,3588 sq.ft,4 BHK Villa
Shoban Silver Domicile,1.39 Cr -1.63 Cr,1545-1750 sq.ft,3 BHK Apartment
Nitesh Rio,57 L -61.23 L,1240-1260 sq.ft,2 BHK Apartment
Nitesh Rio,75 L -81.38 L,1660-1710 sq.ft,3 BHK Apartment
Sidvin Grace Apartment,52.69 L -66.70 L,1171-1336 sq.ft,2 BHK Apartment
Sidvin Grace Apartment,60.34 L -82.14 L,1341-1668 sq.ft,3 BHK Apartment
Samruddhi Nandana,69 L -1.38 Cr,,Plot
Trinco Nandanavana,15 L,,Plot
Amigo Estella,35 L -37.06 L,719-758 sq.ft,1 BHK Apartment
Amigo Estella,52.80 L -75 L,1148-1170 sq.ft,2 BHK Apartment
Amigo Estella,74.13 L,1516 sq.ft,2.5 BHK Apartment
Amigo Estella,68.95 L -92 L,1499-1670 sq.ft,3 BHK Apartment
Amigo Estella,1.14 Cr -1.30 Cr,2437 sq.ft,4 BHK Apartment
Adarsh Tranqville,2.69 Cr -3.62 Cr,2344-2386 sq.ft,3 BHK Apartment
Adarsh Tranqville,4.04 Cr -4.07 Cr,3518-3540 sq.ft,4 BHK Apartment
Brigade Buena Vista Phase II,3.25 Cr,3009 sq.ft,3 BHK Apartment
Brigade Buena Vista Phase II,3.10 Cr -3.60 Cr,3009 sq.ft,3 BHK Villa
Brigade Buena Vista Phase II,,3500 sq.ft,4 BHK Apartment
Brigade Buena Vista Phase II,4 Cr -4.25 Cr,4201 sq.ft,4 BHK Villa
Brigade Buena Vista Phase II,,4200 sq.ft,4+ BHK Villa
Pramuk MM Meridian,67.92 L -89.49 L,1132 sq.ft,2 BHK Apartment
Pramuk MM Meridian,94.84 L -1.21 Cr,1356-1603 sq.ft,3 BHK Apartment
Citrus Florence,57.98 L -70.68 L,1160-1414 sq.ft,2 BHK Apartment
Citrus Florence,78.63 L -93.08 L,1573-1862 sq.ft,3 BHK Apartment
Narya 5 Elements ,67.92 L -89.49 L,1132 sq.ft,2 BHK Apartment
Narya 5 Elements ,94.84 L -1.21 Cr,1356-1603 sq.ft,3 BHK Apartment
Citrus Florence,3.25 Cr,3009 sq.ft,3 BHK Apartment
Citrus Florence,3.10 Cr -3.60 Cr,3009 sq.ft,3 BHK Villa
Citrus Florence,,3500 sq.ft,4 BHK Apartment
Citrus Florence,4 Cr -4.25 Cr,4201 sq.ft,4 BHK Villa
Citrus Florence,,4200 sq.ft,4+ BHK Villa
Prestige Fontaine Bleau,46.75 L -69.68 L,955-1480 sq.ft,2 BHK Apartment
Prestige Fontaine Bleau,52.25 L -64.22 L,1081-1355 sq.ft,2.5 BHK Apartment
Prestige Fontaine Bleau,75.01 L -82.44 L,1602-1772 sq.ft,3 BHK Apartment
Shri Balaji Ocean,31.50 L -46.03 L,967-1109 sq.ft,2 BHK Apartment
Shri Balaji Ocean,49.35 L -52.57 L,1441-1535 sq.ft,3 BHK Apartment
Elegant Whispering Winds,59.59 L,1419 sq.ft,2 BHK Apartment
Elegant Whispering Winds,72.49 L -77.23 L,1726-1839 sq.ft,3 BHK Apartment
RMZ Galleria,46 L -65 L,1146-1388 sq.ft,2 BHK Apartment
RMZ Galleria,58 L -78.68 L,1418-1743 sq.ft,3 BHK Apartment
Concorde Epitome,3.91 L -63.90 L,,Plot
Mahaveer Jasper,56.38 L -82.32 L,1187-1200 sq.ft,2 BHK Apartment
Mahaveer Jasper,56.76 L,1195 sq.ft,2.5 BHK Apartment
Mahaveer Jasper,62.65 L -1.46 Cr,1319-1543 sq.ft,3 BHK Apartment
Whitestone Florenso,64 L -64.46 L,1320 sq.ft,2 BHK Apartment
Whitestone Florenso,64 L -64.46 L,1320-1330 sq.ft,2 BHK Villament
Whitestone Florenso,85.33 L -90.89 L,1900 sq.ft,3 BHK Apartment
Whitestone Florenso,85.33 L -90.89 L,1780-1900 sq.ft,3 BHK Villament
Damden Vivo,12.76 L -16.96 L,534-710 sq.ft,1 BHK Apartment
Damden Vivo,20.45 L -28.99 L,856-1213 sq.ft,2 BHK Apartment
Damden Vivo,29.01 L -33.53 L,1214-1403 sq.ft,3 BHK Apartment
Adithya Tranquil,74.71 L -1.09 Cr,1232-1264 sq.ft,2 BHK Apartment
Adithya Tranquil,1.09 Cr,1565 sq.ft,2.5 BHK Apartment
Adithya Tranquil,1.25 Cr -1.30 Cr,1799-1866 sq.ft,3 BHK Apartment
Royale Township,23.43 L -27.37 L,868-1014 sq.ft,2 BHK Apartment
Royale Township,33.72 L -36.82 L,1249-1364 sq.ft,3 BHK Apartment
Sumadhura Nandanam,1.05 Cr -1.35 Cr,1468 sq.ft,2 BHK Apartment
Sumadhura Nandanam,1.55 Cr -2.50 Cr,1910-2859 sq.ft,3 BHK Apartment
Sumadhura Nandanam,3.15 Cr,2859 sq.ft,4 BHK Apartment
Sanvi Sankalpam,37.24 L -37.24 L,702 sq.ft,1 BHK Apartment
Sanvi Sankalpam,65.66 L -74.80 L,1276-1385 sq.ft,2 BHK Apartment
Sanvi Sankalpam,92.68 L -97.63 L,1822-1836 sq.ft,3 BHK Apartment
Sowparnika Tharangini,,,Plot
Sowparnika Tharangini,60 L -82 L,,2 BHK Villa
Sowparnika Tharangini,85 L -99 L,,3 BHK Villa
NS Paradise Township,55.21 L -67.76 L,1070-1350 sq.ft,2 BHK Apartment
NS Paradise Township,71.56 L -75.37 L,1435-1520 sq.ft,3 BHK Apartment
Sekhar Casa Bianca,45.75 L -74 L,1090-1309 sq.ft,2 BHK Apartment
Sekhar Casa Bianca,45 L -1.06 Cr,1477-1938 sq.ft,3 BHK Apartment
Godrej Reflections,43.82 L -45.24 L,1100-1105 sq.ft,2 BHK Apartment
Godrej Reflections,58.59 L,1460 sq.ft,3 BHK Apartment
Godrej Eternity,49 L -54 L,775 sq.ft,1 BHK Apartment
Godrej Eternity,91.93 L -1.07 Cr,1632 sq.ft,2 BHK Apartment
Godrej Eternity,97.79 L -1.07 Cr,1482-1632 sq.ft,2.5 BHK Apartment
Godrej Eternity,91.93 L -1.56 Cr,1753-2215 sq.ft,3 BHK Apartment
Godrej Eternity,1.56 Cr -3.01 Cr,2378 sq.ft,4 BHK Apartment
Godrej Eternity,1.92 Cr -2.20 Cr,2923-3336 sq.ft,4 BHK PentHouse
Sri Balaji Monarch,60.52 L -69.01 L,1156-1327 sq.ft,2 BHK Apartment
Sri Balaji Monarch,81.63 L -85.30 L,1581-1655 sq.ft,3 BHK Apartment
Expart The Wisdom Tree,60.43 L -66.33 L,1259-1382 sq.ft,2 BHK Apartment
Expart The Wisdom Tree,84.28 L -95 L,1756-1806 sq.ft,3 BHK Apartment
Expart The Wisdom Tree,1.70 Cr,3550 sq.ft,4 BHK PentHouse
Casagrand Luxus,1 Cr -1.02 Cr,1905-1956 sq.ft,3 BHK Villa
Casagrand Luxus,1.16 Cr -1.90 Cr,2210-3625 sq.ft,4 BHK Villa
JRC Palladio,1.25 Cr,1700 sq.ft,3 BHK Villa
JRC Palladio,1.29 Cr -1.72 Cr,1736-2298 sq.ft,4 BHK Villa
The Five Summit Address,1.54 Cr -2.10 Cr,2520 sq.ft,3 BHK Villa
The Five Summit Address,1.90 Cr -2.50 Cr,2950 sq.ft,4 BHK Villa
Dhammanagi Kings Ville,1.40 Cr -2.20 Cr,2178-2470 sq.ft,3 BHK Apartment
Dhammanagi Kings Ville,1.93 Cr -3 Cr,3000 sq.ft,4 BHK Apartment
Dhammanagi Kings Ville,2.50 Cr -4 Cr,3505 sq.ft,4+ BHK Apartment
Trillium Apartment,78.77 L -87.76 L,1272 sq.ft,2 BHK Apartment
Trillium Apartment,1.10 Cr -1.95 Cr,2527-2610 sq.ft,3 BHK Apartment
Trillium Apartment,2.59 Cr,3455 sq.ft,4 BHK Apartment
Hiranandani Horizon,72.08 L -85.87 L,1330-1350 sq.ft,2 BHK Apartment
Hiranandani Horizon,90.78 L -1.17 Cr,1675 sq.ft,3 BHK Apartment
Hiranandani Horizon,1.19 Cr -1.62 Cr,2100 sq.ft,4 BHK Apartment
Embassy Edge,36 L -41 L,607-696 sq.ft,1 BHK Apartment
Embassy Edge,57 L -66 L,983-1058 sq.ft,2 BHK Apartment
Embassy Edge,63 L -66 L,1089-1125 sq.ft,2.5 BHK Apartment
Embassy Edge,72 L -81 L,1240-1406 sq.ft,3 BHK Apartment
Legacy Salvador,31.50 L -37.11 L,955-1125 sq.ft,2 BHK Apartment
Legacy Salvador,43.87 L -49.48 L,1330-1500 sq.ft,3 BHK Apartment
BSCPL Bollineni Silas,33.66 L -43 L,1020-1105 sq.ft,2 BHK Apartment
BSCPL Bollineni Silas,41.74 L -44.38 L,1265-1345 sq.ft,2.5 BHK Apartment
BSCPL Bollineni Silas,49 L -53 L,1280 sq.ft,3 BHK Apartment
Bluejay Atmosphere,86.26 L -1.20 Cr,1350 sq.ft,2 BHK Apartment
Bluejay Atmosphere,89.11 L,1330 sq.ft,2.5 BHK Apartment
Bluejay Atmosphere,1.12 Cr -1.56 Cr,1680-1730 sq.ft,3 BHK Apartment
Bluejay Atmosphere,1.45 Cr,2170 sq.ft,3 BHK PentHouse
Bluejay Atmosphere,2.30 Cr -3.25 Cr,3200 sq.ft,4 BHK Apartment
Bluejay Atmosphere,2.27 Cr,3400 sq.ft,4 BHK PentHouse
Bluejay Atmosphere,2.25 Cr,3500 sq.ft,4+ BHK Apartment
Assetz East Point,5.50 L -49 L,1070-1100 sq.ft,2 BHK Apartment
Assetz East Point,56.74 L -60.83 L,1320-1415 sq.ft,2.5 BHK Apartment
Assetz East Point,65 L -85 L,1600 sq.ft,3 BHK Apartment
Lennar Edifice,39.32 L -53.23 L,661-664 sq.ft,1 BHK Apartment
Lennar Edifice,68.66 L -89 L,1154 sq.ft,2 BHK Apartment
Lennar Edifice,81.15 L -1.39 Cr,1364-1830 sq.ft,3 BHK Apartment
Prestige Willow Tree,30.96 L -75.38 L,,1 BHK Apartment
Prestige Willow Tree,34.79 L -38.13 L,,1.5 BHK Apartment
Prestige Willow Tree,4.80 L -59.76 L,,2 BHK Apartment
Prestige Willow Tree,56.16 L -61.58 L,,2.5 BHK Apartment
Prestige Willow Tree,52.89 L -80 L,1540 sq.ft,3 BHK Apartment
Rohan Upavan,23.38 L -46.77 L,,Plot
Legacy Calista,98.60 L -1.25 Cr,1450 sq.ft,2 BHK Apartment
Legacy Calista,1.12 Cr -1.62 Cr,1500-1900 sq.ft,3 BHK Apartment
Asset Arcadia,54 L -75.90 L,,Plot
Bhartiya City 2,32.07 L -39.41 L,760-934 sq.ft,1 BHK Apartment
Bhartiya City 2,44.56 L -75 L,1056-1276 sq.ft,2 BHK Apartment
Bhartiya City 2,80.89 L,1917 sq.ft,2.5 BHK Apartment
Bhartiya City 2,67.30 L -89.29 L,1595 sq.ft,3 BHK Apartment
Sobha Palm Court,59 L,1086 sq.ft,1 BHK Apartment
Sobha Palm Court,45.06 L -68 L,,2 BHK Apartment
Sobha Palm Court,55.70 L -91.42 L,,3 BHK Apartment
Arvind Oasis,19.22 L -32 L,720-1090 sq.ft,2 BHK Apartment
Arvind Oasis,34.04 L -53.60 L,1275-1362 sq.ft,3 BHK Apartment
Sipani Bliss 1,76 L,1272 sq.ft,2 BHK Apartment
Sipani Bliss 1,86 L -88 L,1402-1427 sq.ft,2.5 BHK Apartment
Sipani Bliss 1,1.15 Cr,1811-1814 sq.ft,3 BHK Apartment
Hiranandani Evita,60.50 L -84.97 L,1210-1685 sq.ft,2 BHK Apartment
Hiranandani Evita,82.75 L -1.03 Cr,1655-1880 sq.ft,3 BHK Apartment
Hiranandani Evita,1.45 Cr,2300 sq.ft,4 BHK Apartment
Sowparnika Indraprastha,12 L,328 sq.ft,0.5 BHK Apartment
Sowparnika Indraprastha,14.03 L -19.62 L,401-561 sq.ft,1 BHK Apartment
Sowparnika Indraprastha,11.47 L,328 sq.ft,1 RK StudioApartment
Sowparnika Indraprastha,21.55 L -22.25 L,616-636 sq.ft,1.5 BHK Apartment
Sowparnika Indraprastha,22.99 L -28.68 L,658-681 sq.ft,2 BHK Apartment
Sowparnika Indraprastha,30.93 L -41.24 L,884-995 sq.ft,3 BHK Apartment
Manyam Sky Park ,15.23 L -41.10 L,367-805 sq.ft,1 BHK Apartment
Manyam Sky Park ,53.10 L -93.96 L,1471-1807 sq.ft,2 BHK Apartment
Manyam Sky Park ,66.40 L -1.11 Cr,1714-2196 sq.ft,3 BHK Apartment
Manyam Sky Park ,1.38 Cr,3330 sq.ft,4 BHK Apartment
Pashmina Lagoon Residences,16.80 L,600 sq.ft,Plot
Pashmina Lagoon Residences,19.03 L -28 L,544 sq.ft,1 BHK Apartment
Pashmina Lagoon Residences,24.35 L -35 L,696 sq.ft,2 BHK Apartment
Pashmina Lagoon Residences,38 L -1.10 Cr,1089 sq.ft,3 BHK Apartment
Total Environment In That Quiet Earth,95 L -1.16 Cr,1431 sq.ft,2 BHK Apartment
Total Environment In That Quiet Earth,1.20 Cr,1145 sq.ft,2 BHK Villa
Total Environment In That Quiet Earth,1.50 Cr -1.90 Cr,2305 sq.ft,3 BHK Apartment
Total Environment In That Quiet Earth,1.90 Cr -2.31 Cr,2890 sq.ft,4 BHK Apartment
Dhiraan Newyork Meadows,22.05 L,640 sq.ft,1 BHK Apartment
Dhiraan Newyork Meadows,24.75 L -27.50 L,885-1015 sq.ft,2 BHK Apartment
Assetz Leaves & Lives,2.15 Cr,2617 sq.ft,3 BHK Apartment
Assetz Leaves & Lives,2.28 Cr -2.37 Cr,2617-2687 sq.ft,3 BHK RowHouse
Assetz Leaves & Lives,1.89 Cr -2.37 Cr,2617 sq.ft,3 BHK Villa
Assetz Leaves & Lives,2.46 Cr -2.62 Cr,2829-2983 sq.ft,4 BHK RowHouse
Assetz Leaves & Lives,2.04 Cr -2.62 Cr,3056 sq.ft,4 BHK Villa
Bren Paddington,70.44 L -95 L,1178-1298 sq.ft,2 BHK Apartment
Bren Paddington,89.25 L -1.20 Cr,1536-1786 sq.ft,3 BHK Apartment
Bluejay Nine Forum,,,3 BHK Apartment
Bluejay Nine Forum,1.68 Cr -2.50 Cr,3600 sq.ft,3 BHK Villa
Bluejay Nine Forum,3.25 Cr,4144 sq.ft,4 BHK Apartment
Bluejay Nine Forum,2.50 Cr -3.70 Cr,3606-4176 sq.ft,4 BHK Villa
Bluejay Nine Forum,2.90 Cr,4410 sq.ft,4+ BHK Villa
Prestige Silver Oak Villa,46.34 L -63.84 L,1060-1175 sq.ft,2 BHK Apartment
Prestige Silver Oak Villa,57.51 L -71.28 L,1330-1530 sq.ft,3 BHK Apartment
Vikas Hills View Meadows,1.54 Cr -1.76 Cr,2095-2406 sq.ft,3 BHK Villa
Vikas Hills View Meadows,1.56 Cr -2.70 Cr,2121-3432 sq.ft,4 BHK Villa
Purva Midtown Residences,50.40 L -1.08 Cr,,Plot
Grand Duke Villas,32.94 L -41.57 L,867-1094 sq.ft,2 BHK Apartment
Grand Duke Villas,53.73 L,1414 sq.ft,3 BHK Apartment
Pionier Lifestyle,52.56 L -58.80 L,1095-1225 sq.ft,2 BHK Apartment
Pionier Lifestyle,64.08 L -69.60 L,1335-1450 sq.ft,3 BHK Apartment
Sowmya Shailam,80 L -1 Cr,1214 sq.ft,2 BHK Apartment
Sowmya Shailam,90.06 L -1.50 Cr,1580-1677 sq.ft,3 BHK Apartment
Sobha HRC Pristine,68.56 L -1.24 Cr,2100-2307 sq.ft,3 BHK Villa
SLV Diamond,58.74 L -72.06 L,1200-1281 sq.ft,2 BHK Apartment
SLV Diamond,72.06 L -75.60 L,1347-1418 sq.ft,2.5 BHK Apartment
SLV Diamond,69.66 L -93.02 L,1575-1768 sq.ft,3 BHK Apartment
SLV Magnum,46.22 L -50.95 L,1075-1185 sq.ft,2 BHK Apartment
Pavani Divine,1 Cr -1.36 Cr,1452 sq.ft,2 BHK Apartment
Pavani Divine,1.35 Cr -1.86 Cr,1819-1932 sq.ft,3 BHK Apartment
Pavani Divine,1.54 Cr -6.44 Cr,2252 sq.ft,4 BHK Apartment
Pavani Divine,5.58 Cr -6.44 Cr,3562-4112 sq.ft,4 BHK PentHouse
Pavani Divine,,2424-3508 sq.ft,4 BHK RowHouse
KR Grand View Heights,67.47 L -76.63 L,1220-1355 sq.ft,2 BHK Apartment
KR Grand View Heights,85.82 L -88.77 L,1570-1580 sq.ft,3 BHK Apartment
Columbia Belleza,58.53 L -1.01 Cr,1115-1130 sq.ft,2 BHK Apartment
Columbia Belleza,6.94 L -1.52 Cr,1348-1855 sq.ft,3 BHK Apartment
Prestige Park Square,59.61 L -82.15 L,1015-1270 sq.ft,2 BHK Apartment
Prestige Park Square,79.71 L -81.88 L,1405 sq.ft,3 BHK Apartment
Maarq Vista,18 L -22.50 L,,Plot
Patel Smondo 2,,750 sq.ft,0.5 BHK Apartment
Patel Smondo 2,31.38 L,675 sq.ft,1 BHK Apartment
Patel Smondo 2,40 L -65 L,1025 sq.ft,2 BHK Apartment
Patel Smondo 2,60 L -1.10 Cr,1400-1460 sq.ft,3 BHK Apartment
Patel Smondo 2,1.52 Cr -1.61 Cr,3285-3470 sq.ft,4 BHK Apartment
Patel Smondo 2,1.90 Cr,3140 sq.ft,4+ BHK Apartment
Patel Smondo 2,1.35 Cr -1.44 Cr,2905-3115 sq.ft,5 BHK PentHouse
Purva Westend,68 L -1 Cr,1194-1336 sq.ft,2 BHK Apartment
Purva Westend,88.50 L -1.64 Cr,1508-1906 sq.ft,3 BHK Apartment
Pariwar Pragathi,53.32 L -59.60 L,1185-1215 sq.ft,2 BHK Apartment
Pariwar Pragathi,61.42 L -76.30 L,1365-1585 sq.ft,3 BHK Apartment
ND Around The Mangoes,2.53 Cr -3.07 Cr,2980-3420 sq.ft,3 BHK Villa
ND Around The Mangoes,2.20 Cr -4.42 Cr,4660-4920 sq.ft,4 BHK Villa
ND Around The Mangoes,4.50 Cr,5000 sq.ft,4+ BHK Villa
A Peace Paramount,41.78 L -44.72 L,1100-1177 sq.ft,2 BHK Apartment
A Peace Paramount,54.32 L -55.65 L,1430-1465 sq.ft,3 BHK Apartment
Patel Smondoville,18 L -19 L,360 sq.ft,0.5 BHK Apartment
Patel Smondoville,30 L -30.48 L,635 sq.ft,1 BHK Apartment
Patel Smondoville,33 L -66 L,865 sq.ft,2 BHK Apartment
Patel Smondoville,64.80 L -65 L,1350 sq.ft,3 BHK Apartment
Patel Smondoville,83.04 L,1730 sq.ft,4 BHK Apartment
SLV Lakshmi Narayana Nilaya,53.26 L -63.65 L,1027-1284 sq.ft,2 BHK Apartment
SLV Lakshmi Narayana Nilaya,62.48 L -78.22 L,1223-1558 sq.ft,3 BHK Apartment
SJR Parkway Homes,29.98 L,638 sq.ft,1 BHK Apartment
SJR Parkway Homes,38.10 L -76 L,963-1178 sq.ft,2 BHK Apartment
SJR Parkway Homes,58.89 L,1253 sq.ft,2.5 BHK Apartment
SJR Parkway Homes,54.41 L -84.64 L,1451-1801 sq.ft,3 BHK Apartment
SJR Parkway Homes,80.27 L,1708 sq.ft,3.5 BHK Apartment
Arsis Green Hills,64.50 L -77.92 L,1330-1335 sq.ft,2 BHK Apartment
Arsis Green Hills,68.14 L,1405 sq.ft,2.5 BHK Apartment
Arsis Green Hills,82.45 L,1700 sq.ft,3 BHK Apartment
Bluejay Malgudi,58.57 L,1100 sq.ft,2 BHK Apartment
Bluejay Malgudi,67.29 L,1275 sq.ft,3 BHK Apartment
Hatha Coco Nest,1.55 Cr,1950 sq.ft,3 BHK Villa
Bren Trillium,54.06 L -72.16 L,983-1312 sq.ft,2 BHK Apartment
Bren Trillium,79.36 L -90.58 L,1443-1647 sq.ft,3 BHK Apartment
Master Classic Residency,61.01 L -65.78 L,1195-1296 sq.ft,2 BHK Apartment
Master Classic Residency,70 L -83.52 L,1518-1672 sq.ft,3 BHK Apartment
Sizzle Gold Coast,44.65 L -65 L,950-1130 sq.ft,2 BHK Apartment
Sizzle Gold Coast,63.92 L -85 L,1360-1450 sq.ft,3 BHK Apartment
Sizzle Gold Coast,1.10 Cr,2020 sq.ft,4 BHK Apartment
Aratt Firenza,15 L -25 L,,Plot
Navami Funique,55 L -56.73 L,1307 sq.ft,2 BHK Apartment
Navami Funique,66 L -74.41 L,1508 sq.ft,3 BHK Apartment
Sumadhura Eden Garden,,1057-1311 sq.ft,2 BHK Apartment
Sumadhura Eden Garden,73.61 L -92.23 L,1416-1774 sq.ft,3 BHK Apartment
Nirman Sonestaa iWoods,34 L -42.42 L,660-670 sq.ft,1 BHK Apartment
Nirman Sonestaa iWoods,47.11 L -72.01 L,1096-1197 sq.ft,2 BHK Apartment
Nirman Sonestaa iWoods,81.22 L -82.28 L,1361-1380 sq.ft,2.5 BHK Apartment
